brandName,productName,categoryType,bodyParts,productFunction,babyProduct,eczemaProduct,country,productIngredient,productURL
OXY,Acne Control Whitening Face Wash 100g,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, repairing, whitening",No,No,,"Glycerin, Water, Palmitic Acid, Butylene Glycol, Peg-2 Stearate Se, Myristic Acid, Lauric Acid, Potassium Hydroxide, Disodium Cocoyl
Glutamate, Olea Europaea (Olive) Fruit Oil, Lauramide Dea, Alcohol, Lauryl Hydroxysultaine, Potassium Chloride, Sodium Hydroxide, Salicylic Acid,
Fragrance, Titanium Dioxide, Water / Butylene Glycol / Centella Asiatica Extract, O-Cymen-5-Ol, Disodium Edta, Dipotassium Glycyrrhizate,
Magnesium Ascorbyl Phosphate, Water / Butylene Glycol / Saxifraga Sarmentosa Extract, Tocopheryl Acetate, Water / Chondrus Crispus
(Carrageenan) / Propylene Glycol / Citric Acid, Butyl Avocadate.",https://www.watsons.com.my/oxy-acne-control-whitening-face-wash-100g/p/BP_62080
AVENE,Cleanance Cleansing Gel 200ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"AVENE THERMAL SPRING WATER (AVENE AQUA), WATER (AQUA), DECYL GLUCOSIDE, SODIUM LAUROYL SARCOSINATE, SODIUM CHLORIDE, METHYL GLUCETH-20, BENZOIC ACID, CETRIMONIUM BROMIDE, CUCURBITA PEPO (PUMPKIN) SEED OIL (CUCURBITA PEPO SEED OIL), POLYSORBATE 20, SODIUM COCOAMPHOACETATE, CETEARETH-60 MYRISTYL GLYCOL, GLYCERIN, DISODIUM EDTA. FRAGRANCE (PARFUM), GREEN 5 (CI 61570), LACTIC ACID, PHENOXYETHANOL, TETRASODIUM EDTA, YELLOW 5 (CI 19140), ZINC GLUCONATE.",https://www.watsons.com.my/avene-cleanance-cleansing-gel-200ml/p/BP_30146
LA ROCHE POSAY,Toleriane Dermo Cleanser 200ml,cleanser,face,"cleansing, moisturizing, acne treatment, protecting, repairing",No,No,France,"AQUA / WATER • ETHYLHEXYL PALMITATE • GLYCERIN • DIPROPYLENE GLYCOL • CARBOMER • SODIUM HYDROXIDE • CAPRYL GLYCOL / CAPRYLYL GLYCOL • ETHYLHEXYLGLYCERINB3089/6

Please be aware that ingredient lists for the products of our brand are updated regularly. Please refer to the ingredient list on your
product package for the most up to date list of ingredients to ensure it is suitable to your personal use.
(For refilled products in the store, the most up to date list of ingredients should be obtained locally after refill of the product on the
point of sale).",https://www.watsons.com.my/la-roche-posay-toleriane-dermo-cleanser-200ml/p/BP_48965
COSRX,Low PH Good Morning Gel Cleanser 50ml,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Methyl Isethionate, Polysorbate 20, Styrax Japonicus Branch/Fruit/Leaf Extract, Butylene Glycol, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustrus Leaf Ex",https://www.watsons.com.my/cosrx-low-ph-good-morning-gel-cleanser-50ml/p/BP_78601
MOMOTANI,White Moisture Facial Wash 200G,cleanser,"face, eye","cleansing, moisturizing, brightening, protecting, repairing",No,No,,"water glycerin lauric acid myristic acid potassium hydroxide sorbitol cocamide mea beeswax phenoxyethanol,butylene glycolhydrolyzed rice bran extract, hydrolyzed rice extract,polyglyceryl10 oleate lecithin oryza sativa rice bran oil capryliccapric triglyceride glycosphingolipids",https://www.watsons.com.my/momotani-white-moisture-facial-wash-200g/p/BP_1006167
SENKA,Perfect White Clay 120g,cleanser,"face, eye","cleansing, moisturizing, soothing, repairing, firming",No,No,,"Water (Aqua)･Stearic Acid･Myristic Acid･Peg-8･Potassium Hydroxide･Lauric Acid･Glycerin･Dipropylene Glycol･Beeswax (Cera Alba)･Polyquaternium-7･Peg-90M･Charcoal Powder･Rosmarinus Officinalis (Rosemary) Leaf Oil (Rosmarinus Officinalis Leaf Oil)･Sodium Acetylated Hyaluronate･Sodium Hyaluronate･Sericin･Alcohol･Silica･Disodium Edta･Peg-20 Glyceryl Triisostearate･Aluminum Hydroxide･Talc･Sodium Metabisulfite･Sodium Metaphosphate･Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate･Bht･Citric Acid･Potassium Sorbate･Tocopherol･Sodium Benzoate･Fragrance (Parfum)･Titanium Dioxide (Ci 77891)･",https://www.watsons.com.my/senka-perfect-white-clay-120g/p/BP_1000035
WARDAH,Lightening Oil-Infused Micellar Water 100 ml,cleanser,"face, lips, eye","cleansing, moisturizing, repairing, whitening",No,No,,"Aqua, Cyclopentasiloxane, Isohexadecane, Dicaprylyl Carbonate, Hexylene Glycol, Niacinamide, Olive oil PEG-7 Esters, Mineral oil (Paraffinum Liquidum), Sodium Chloride, Phenoxyethanol, Cyclotetrasiloxane, Prunus Amygdalus Dulcis, Allantoin, Cetrimonium Bromide, Benzalkonium Chloride, Disodium EDTA, Ethylhexylglycerin, Propylene Glycol, Cucumis Sativus Fruit Extract, Decyl Glucoside, Macadamia Ternifolia Seed oil, Glycine Soja (Soybean) oil, Persea Gratissima (Avocado) oil, Simmondsia Chinensis (Jojoba) Seed oil, Fragrance, Bisabolol, Isobornyl Acetate, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Triticum Vulgare (Wheat) Bran Extract, BHT, Linoleic Acid, Tocopherol, CI 61565.",https://www.watsons.com.my/wardah-lightening-oil-infused-micellar-water-100-ml/p/BP_22183
INNISFREE,Bija Trouble Cleansing Foam 150g,cleanser,"face, eye","cleansing, moisturizing, repairing",No,No,,"WATER / AQUA / EAU, GLYCERIN, MYRISTIC ACID, LAURIC ACID, POTASSIUM HYDROXIDE, STEARIC ACID, LAURYL HYDROXYSULTAINE, GLYCERYL STEARATE, GLYCOL DISTEARATE, PALMITIC ACID, SODIUM CHLORIDE, COCO-GLUCOSIDE, RICINUS COMMUNIS (CASTOR) SEED OIL, DECYL GLUCOSIDE, SALIX ALBA (WILLOW) BARK EXTRACT, MENTHOL, SODIUM METAPHOSPHATE, TORREYA NUCIFERA SEED OIL, LIMONENE, JUNIPERUS COMMUNIS FRUIT OIL, PINUS SYLVESTRIS LEAF OIL, JUNIPERUS VIRGINIANA OIL, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL, CITRUS AURANTIFOLIA (LIME) OIL, DEXTRIN, THEOBROMA CACAO (COCOA) EXTRACT, LINALOOL, CITRUS LIMON (LEMON) PEEL OIL, ARTEMISIA VULGARIS OIL, SALICYLIC ACID, POGOSTEMON CABLIN OIL, ROSA CENTIFOLIA FLOWER EXTRACT, CUPRESSUS SEMPERVIRENS LEAF/NUT/STEM OIL",https://www.watsons.com.my/innisfree-bija-trouble-cleansing-foam-150g/p/BP_1026418
BY WISHTREND,Sulfur 3% Clean Gel 30g,cleanser,Not specified,"cleansing, moisturizing, acne treatment, soothing, protecting, repairing",No,No,,N/A,https://www.watsons.com.my/by-wishtrend-sulfur-3-clean-gel-30g/p/BP_1025456
DR. LEO,7X Ceramide Soothing Facial Cleanser 80g,cleanser,face,"cleansing, moisturizing, soothing, protecting, repairing",No,No,,"WATER, GLYCERIN, SODIUM COCOYL GLYCINATE, SODIUM LAUROYL GLUTAMATE, COCOYL GLUTAMIC ACID, SODIUM LAUROAMPHOACETATE, LAURYL HYDROXYSULTAINE, SODIUM CHLORIDE, CHOLESTERYL HYDROXYSTEARATE, CITRIC ACID, PHENOXYETHANOL, SODIUM CHLORIDE, ACRYLATES COPOLYMER, HYDROXYACETOPHENONE, SODIUM CHLORIDE, PANTHENOL, SODIUM CHLORIDE, ECTOIN, CETYLHYDROXYPROLINE PALMITAMIDE, BUTYLENE GLYCOL, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIPALMITOYL HYDROXYPROLINE, CERAMIDE NP, HYDROGENATED LECITHIN, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, LEDEBOURIELLA DIVARICATA ROOT EXTRACT, CALENDULA OFFICINALIS FLOWER EXTRACT, GASTRODIA ELATA ROOT EXTRACT, ALBIZIA JULIBRISSIN FLOWER EXTRACT, CERAMIDE NS, CERAMIDE AS, CERAMIDE EOP, CERAMIDE AP",https://www.watsons.com.my/dr.-leo-7x-ceramide-soothing-facial-cleanser-80g/p/BP_1023599
SIMPLE,Micellar Cleansing Water 200ml,cleanser,face,"cleansing, moisturizing, repairing, firming",No,No,United Kingdom,"Aqua, Hexylene Glycol, Glycerin, PEG-6 Caprylic/Capric Glycerides, Phenoxyethanol, Cetrimonium Chloride, Tetrasodium EDTA, Propylene Glycol, Citric Acid, Cetylpyridinium Chloride, Sodium Chloride, Niacinamide, Sodium Ascorbyl Phosphate, Potassium Chloride, Panthenol.",https://www.watsons.com.my/simple-micellar-cleansing-water-200ml/p/BP_71116
NANO WHITE,Fresh Deep Cleansing Gel 100ml,cleanser,face,"cleansing, moisturizing, exfoliating, rejuvenating, brightening, acne treatment, soothing, repairing, firming",No,No,,"Water, Sodium Laureth Sulfate, Acrylates Copolymer, Cocamidopropyl Betaine, Lauryl Glucoside, Palm Kernelamide DEA, Glycerin, Polysorbate 20, Sodium Cocoyl Alaninate, Fragrance, Phenoxyethanol, Sodium Hydroxide, Mannitol, Ascorbyl Glucoside, Benzophenone-4, Menthol, Methylparaben, Butylene Glycol, Microcrystalline Cellulose, Ethylparaben, Sucrose, Zea Mavs (Corn) Starch, Propylene Glycol, Chromium Hydroxide Green Cl 77289, Hydroxypropyl Methyl Cellulose, Laminaria Saccharina Extract, Methylchloroisothiazolinone, 4-Terpineol, Mentha Arvensis Leaf Oil, Methylisothiazolinone, CI 42053, CI 47005",https://www.watsons.com.my/nano-white-fresh-deep-cleansing-gel-100ml/p/BP_24129
SAFI,Naturals Facial Scrub Habbatus Sauda 100G,cleanser,face,"cleansing, moisturizing, exfoliating, nourishing, acne treatment, repairing",No,No,,"Water, Ammonium Lauryl Sulfate, Sodium Cocoyl Alaninate, Cocamidopropyl Betaine, Jojoba Esters, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, ButyleneGlycol, PEG-8, Lactic Acid, Sodium Hydroxide, Cellulose, Nigella Sativa (Habbatus Sauda) Seed Oil, Salicylic Acid, Fragrance, Methylchloroisothiazolinone, Methylisothiazolinone,CI 73360, CI 77891, CI 77499.",https://www.watsons.com.my/safi-naturals-facial-scrub-habbatus-sauda-100g/p/BP_43271
AXIS-Y,Quinoa One-Step balanced Gel Cleanser 180ml,cleanser,"face, eye","cleansing, moisturizing, nourishing, brightening, acne treatment, soothing, repairing",No,No,,"Water, Decyl Glucoside, Sodium Cocoyl Glutamate, Chenopodium Quinoa Seed Extract (50,000ppm), Glycerin, Sodium Lauroyl Glutamate, Betaine, Glycine Soja (Soybean) Oil, Melaleuca Alternifolia (Tea Tree) Extract, Chlorphenesin, Hydroxyacetophenone, Ethylhexylglycerin, Camellia Sinensis Leaf Extract, Humulus Lupulus (Hops) Extract, Ocimum Sanctum Leaf Extract, Centella Asiatica Extract, Calendula Officinalis Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Citric Acid, Geranium Marculatum Oil, Citronellol, Allantoin",https://www.watsons.com.my/axis-y-quinoa-one-step-balanced-gel-cleanser-180ml/p/BP_64120
AVENE,Milk Cleanser 200ml + Soothing Toner Lotion 200ml,cleanser,"face, lips, eye","cleansing, moisturizing, soothing, repairing",No,No,,"AVENE THERMAL SPRING WATER (AVENE AQUA), MINERAL OIL (PARAFFINUM LIQUIDUM), PROPYLENE GLYCOL, PEG-6 STEARATE, PEG-32 STEARATE, BUTYLPARABEN, CARBOMER, FRAGRANCE (PARFUM), PHENOXYETHANOL, PROPYLENE GLYCOL STEARATE SE, SODIUM HYALURONATE, STEARIC ACID, TRIETHANOLAMINE, TRISODIUM EDTA.",https://www.watsons.com.my/avene-milk-cleanser-200ml-soothing-toner-lotion-200ml/p/BP_1019788
SUISAI,Beauty Clear Powder Black Wash 32s Sanrio Edition,cleanser,"face, arms","cleansing, moisturizing, repairing",No,No,,"1. Protease
2. Lipase

3. Amino acid based - (lauroylglutamic acid Na, myristoylglutamic acid Na)

4. Fremented soymilk extract

5. watercress extract",https://www.watsons.com.my/suisai-beauty-clear-powder-black-wash-32s-sanrio-edition/p/BP_1021963
GOODAL,Green Tangerine Vita-C Toning Cleansing Balm 110ml,cleanser,"face, eye","cleansing, moisturizing, exfoliating, brightening, acne treatment, soothing, repairing",No,No,,"Ethylhexyl Palmitate, Sorbeth-30 Tetraoleate, Isododecane, Synthetic Wax, Hippophae Rhamnoides Oil, Helianthus Annuus (Sunflower) Seed Oil, Pinus Sylvestris Leaf Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Reticulata (Tangerine) Peel Extract, Citrus Tangerina (Tangerine) Extract, Calluna Vulgaris Extract, Trihydroxystearin, Tocopherol, Hydrogenated Polyisobutene, Water, Ascorbic Acid, Butylene Glycol, 1,2-Hexanediol, Glutathione, Allantoin, Ascorbyl Glucoside, Capryloyl Salicylic Acid, Gluconolactone, Salicylic Acid, Succinic Acid, Glycolic Acid, Glycerin, Dipropylene Glycol, Panthenol, Ethylhexylglycerin, Hydrogenated Lecithin, Cetearyl Olivate, Sorbitan Olivate, Madecassoside, Ferulic Acid, Lactic Acid, Rutin, Limonene.",https://www.watsons.com.my/goodal-green-tangerine-vita-c-toning-cleansing-balm-110ml/p/BP_1015072
NEUTROGENA,Neutrogena® Deep Clean® Acne Foam Cleanser 100g,cleanser,face,"cleansing, moisturizing, nourishing, brightening, acne treatment, soothing, protecting, repairing",No,No,Korea,"Water, Propylene Glycol, Glycerin, PEG-8, Palmitic Acid, Myristic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Beeswax, Glyceryl Stearate, PEG-100 Stearate, Sodium Methyl Cocoyl Taurate, PPG-5-Ceteth-20, Bisabolol, Fragrance, Butylene Glycol, o-Cymen-5-ol, Cedrus Atlantica Bark Extract, Dipotassium Glycyrrhizate, Portulaca Oleracea Extract.",https://www.watsons.com.my/neutrogena-neutrogena%C2%AE-deep-clean%C2%AE-acne-foam-cleanser-100g/p/BP_59913
TATAGALTIER,Cherpaire Cleansing Balm 50g,cleanser,face,"cleansing, moisturizing, repairing",No,No,,"Triethylhexanoin, Ethylhexyl Palmitate, PEG-20 Glyceryl Triisostearate, Squalane (Olive), Prunus Avium (Sweet Cherry) Seed Oil, Calendula Officinalis Flower Oil, Copernicia Cerifera (Carnauba) Wax, Simmondsia Chinensis (Jojoba) Seed Oil, Hydroxydecyl Ubiquinone (Idebenone), Honey Extract, Tocopheryl Acetate, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Papain",https://www.watsons.com.my/tatagaltier-cherpaire-cleansing-balm-50g/p/BP_1021315
CHANDO,Snowy Region Cleansing Cream 125G,cleanser,face,"cleansing, moisturizing, soothing, repairing, firming",No,No,,"WATER, POTASSIUM COCOYL GLYCINATE, LAURYL HYDROXYSULTAINE, GLYCERIN, POTASSIUM COCOATE, ACRYLATES COPOLYMER, SODIUM CHLORIDE, ACRYLATES/STEARETH-20 METHACRYLATE CROSSPOLYMER, GLYCOL DISTEARATE, SODIUM METHYL COCOYL TAURATE, PHENOXYETHANOL, HYDROXYACETOPHENONE, POTASSIUM HYDROXIDE, DECYL GLUCOSIDE, PARFUM, BUTYLENE GLYCOL, DISODIUM EDTA, SODIUM METABISULFITE, SODIUM LAURYL SULFATE, GENTIANA SCABRA EXTRACT※, SODIUM BENZOATE, 1,2-HEXANEDIOL, CENTELLA ASIATICA EXTRACT, ETHYLHEXYLGLYCERIN",https://www.watsons.com.my/chando-snowy-region-cleansing-cream-125g/p/BP_1025317
DERMACTION PLUS BY WATSONS,Pro Acne Puriying Facial Gel 100ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, repairing, firming, whitening",No,No,,"Aqua, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Sodium Chloride, Phenoxyethanol, Sodium Benzoate, Citric Acid, Zinc PCA, PEG-120 Methyl Glucose Dioleate, Polyquaternium-7, Cocamidopropyl Dimethylamine, Salicylic Acid, Disodium EDTA, Butylene Glycol, Magnesium Aspartate, Zinc Gluconate, Centella Asiatica Extract, Polysorbate 80, Copper Gluconate, Boswellia Serrata Extract, Ethylthexylglycerin, Honey Extract, Oryza Sativa (Rice) Bran Extract, Potassium Sorbate, Oligopeptide-10, Anthemis Nobilis Flower Extract, Ascorbic Acid, Benzalkonium Chloride, Butyrospermum Parkii (Shea) Butter, Camellia Sinensis Leaf Extract, Cera Alba (Beeswax), Fucus Vesiculosus (Seaweed) Extract, Isomerized Safflower Acid, Kaolin, Maltodextrin, Palmitic Acid, Palmitoyl Tripeptide-5, Silica, Zinc Sulfate",https://www.watsons.com.my/dermaction-plus-by-watsons-pro-acne-puriying-facial-gel-100ml/p/BP_25603
CETAPHIL,Gentle Cleanser 500ml & Moist 453g,cleanser,face,"cleansing, moisturizing, repairing",No,No,,"Cleanser: Water, Cetyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate, Stearyl Alcohol, Methylparaben, Propylparaben, Butylparaben
Moist : Water, Glycerin, Petrolatum, Dicaprylyl Ether, Dimethicone, Glyceryl Stearate, Cetyl Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, PEG-30 Stearate, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dimethiconol, Benzyl Alcohol, Phenoxyethanol, Glyceryl Acrylate/Acrylic Acid Copolymer, Propyl",https://www.watsons.com.my/cetaphil-gentle-cleanser-500ml-moist-453g/p/BP_1012140
COSMODERM,Vitamin E Facial Cleansing Foam 50ml,cleanser,face,"cleansing, moisturizing, rejuvenating, acne treatment, repairing",No,No,,"Aqua, Sodium Cocoamphoacetate, Cocoamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Acrylates/ Beheneth 25 Methacrylate Copolymer, Propylene Glycol, Lauramine Oxide, Glycerin, Ethoxydiglycol, Salicylic Acid, Tocopheryl Acetate, Ceramide 3, PEG-7 Glyceryl Cocoate, Lactic Acid, Sodium Carbonate, Sodium Chloride, Polysorbate 20, Fragrance, and Imidazolidinyl Urea",https://www.watsons.com.my/cosmoderm-vitamin-e-facial-cleansing-foam-50ml/p/BP_36851
ZA,Facial Cleansing Foam,cleanser,"face, eye","cleansing, moisturizing, acne treatment, repairing",No,No,,"Aqua, Stearic Acid, Peg-8, Myristic Acid, Potassium Hydroxide, Glycerin, Lauric Acid, Butylene Glycol, Glyceryl Stearate Se, Sorbitol, Beeswax, Sodium Methyl Cocoyl Taurate, Diisostearyl, Malate, Microcrystalline Cellulose, Fragrance, Talc, Trisodium Edta, Ethylcellulose, Tocopheryl Acetate, Ci 77007, Maris Sal, Kaolin, Tocopherol",https://www.watsons.com.my/za-facial-cleansing-foam/p/BP_1003935
OXY,Whitening Oil Control Face Wash 100g,cleanser,face,"cleansing, moisturizing, brightening, soothing, repairing, whitening",No,No,,"Water,Sodium Cocoyl Isethionate, Sodium, Sodium Methyl cocyl taurate, cocamidopropyl betaine, acrylates copolymer",https://www.watsons.com.my/oxy-whitening-oil-control-face-wash-100g/p/BP_82231
AIKEN,Prebiotic Facial Cleanser w Hyaluronic Acid 120g,cleanser,"face, neck","cleansing, moisturizing, brightening, protecting, repairing",No,No,France,"Water, Glycerin, Stearic Acid, Myristic Acid, Lauric Acid, Potassium Hydroxide, Cocamidopropyl Betaine, PEG-8, Glycol Distearate, Decyl Glucoside, Sodium Cocoyl Alaninate, Acrylates Copolymer, Cocamidopropyl PG-Dimonium Chloride Phosphate, Polyquaternium-7, Butylene Glycol, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Aspergillus Ferment, Maltodextrin, Sodium Hyaluronate, Lactobacillus, Phenoxyethanol.",https://www.watsons.com.my/aiken-prebiotic-facial-cleanser-w-hyaluronic-acid-120g/p/BP_1000705
AIKEN,BHA PHA Exfoliating Gel 100g,cleanser,"face, body, eye","cleansing, moisturizing, exfoliating, rejuvenating, brightening, acne treatment, repairing",No,No,France,"Water, Cellulose, Acrylates Copolymer, Sodium Hydroxide, Tetrasodium EDTA, Glycerin, Gluconolactone, Salicylic Acid, Ascorbyl Tetraisopalmitate, Phenoxyethanol, Chlorphenesin.",https://www.watsons.com.my/aiken-bha-pha-exfoliating-gel-100g/p/BP_66819
KOSE COSMEPORT,Kose Soft Clean Foam H/A 190G,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"WATER (AQUA), MYRISTIC ACID, GLYCERIN, STEARIC ACID, POTASSIUM HYDROXIDE, LAURIC ACID, PEG-32,PEG-6, LAURETH-7, GLYCOL DISTEARATE, LACTOBACILLUS/SOYBEAN EXTRACT FERMENT FILTRATE, SODIUM ACETYLATED HYALURONATE, SODIUM HYALURONATE,ALCOHOL, BUTYLENE GLYCOL, GLYCERYL STEARATE, HYDROXYPROPYL METHYLCELLULOSE,LAUROYL LYSINE, POTASSIUM COCOYLGLYCINATE, SILK POWDER (SERICA POWDER), SODIUMLAURETH-4 CARBOXYLATE, ETHYLPARABEN, METHYLPARABEN, PHENOXYETHANOL",https://www.watsons.com.my/kose-cosmeport-kose-soft-clean-foam-h-a-190g/p/BP_11677
HADA LABO,Pore Refining Micellar Cleansing Water 300ml,cleanser,"face, lips, eye","cleansing, moisturizing, exfoliating, rejuvenating, brightening, soothing, repairing, whitening",No,No,,"Water, Isododecane, Isohexadecane, Glycerin, C12-15 Alkyl Benzoate, Isopropyl Palmitate, Propylene Glycol, Propanediol, Sodium Chloride, Rosa Damascena Flower Water, Phenoxyethanol, Polyaminopropyl Biguanide, Ethylhexylglycerin, Zinc Hydrolyzed Hyaluronate, Sodium Hyaluronate, Dextrin, Disodium Phosphate, Potassium Phosphate, Protease, Lipase, Bifida Ferment Lysate, Phospholipids, Phenethyl Alcohol, Lactose, Milk Protein, Potassium Sorbate, Sphingolipids, Sodium Citrate",https://www.watsons.com.my/hada-labo-pore-refining-micellar-cleansing-water-300ml/p/BP_1000590
AIKEN,Ceramide Cleansing Balm 40g,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, soothing, protecting, repairing, whitening",No,No,Germany,"Isopropyl Palmitate, PEG-20 Glyceryl Triisostearate, Water, Ethylhexyl Palmitate, Polyethylene, Steareth-2, Butylene Glycol, Ceteth-20, Propanediol, Castor Oil/PDI Copolymer, Polyacrylate Crosspolymer-6, Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate, Niacinamide, Ascorbyl Tetraisopalmitate, Ceteareth-25, Glycerin, Cetanol, Behenic Acid, Ceramide NP, Cholesterol, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Ceramide AP, Ceramide EOP, Ceramide EOS, Ceramide NS, Phenoxyethanol.",https://www.watsons.com.my/aiken-ceramide-cleansing-balm-40g/p/BP_1008277
GOODAL,Green Tangerine Vita-C Cleansing Foam 150ml,cleanser,"face, eye","cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Water, Glycerin, Stearic Acid,Myristic Acid, Potassium Hydroxide, Lauric Acid, Palmitic Acid, Cocamidopropyl Betaine, Potassium Cocoate, Citrus Tangerina (Tangerine) Extract, Melia Azadirachta Flower Extract,Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Melia Azadirachta Leaf Extract, Citrus Limon (Lemon) Peel Oil, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Quillaja Saponaria Bark Extract, Corallina Officinalis Extract, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Butylene Glycol, Coco-Glucoside, Glyceryl Stearate SE, Polyquaternium-7, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Arachidic Acid, Sodium Cocoyl Isethionate, Citric Acid, 1,2-Hexanediol, Sodium Phytate, Oleic Acid, 3-O-Ethyl Ascorbic Acid, Arbutin, Niacinamide, Ethylhexylglycerin, Sodium Benzoate, Limonene, Linalool",https://www.watsons.com.my/goodal-green-tangerine-vita-c-cleansing-foam-150ml/p/BP_1001251
HIMALAYA,HIMA PRFYG NEEM FW 100ML,cleanser,"face, neck","cleansing, moisturizing, acne treatment, repairing",No,No,,"Neem, Turmeric",https://www.watsons.com.my/himalaya-hima-prfyg-neem-fw-100ml/p/BP_50532
BIO-ESSENCE,Bio-Water B5 Micellar Water 400ml,cleanser,face,"cleansing, moisturizing, rejuvenating, soothing, repairing",No,No,,"WATER, PROPANEDIOL, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PEG-7 GLYCERYL COCOATE, BETAINE, SODIUM PCA, 1,2-HEXANEDIOL, BIOSACCHARIDE GUM-4, SODIUM HYALURONATE, NIACINAMIDE, EUGLENA GRACILIS EXTRACT, GLYCERIN, POTASSIUM SORBATE, TOCOPHEROL, CITRIC ACID, SODIUM CITRATE, DISODIUM EDTA, PHENOXYETHANOL, CHLORPHENESIN",https://www.watsons.com.my/bio-essence-bio-water-b5-micellar-water-400ml/p/BP_83310
SIMPLE,Kind to Skin Refreshing Facial Wash Gel 150ml & Kind to Skin Hydrating Light Moisturiser 125ml,cleanser,"face, eye","cleansing, moisturizing, protecting, repairing",No,No,,"Facial Wash: Aqua, Cocamidopropyl Betaine, Propylene Glycol, Hydroxypropyl, Methylcellulose, Sodium Chloride, Panthenol, Disodium EDTA, Sodium Hydroxymethylglycinate, Sodium Hydroxide, Pantolactone, Citric Acid. Simple Skincare contains no animal derived ingredients.Moisturiser: Aqua, Glycerin, Paraffinum Liquidum, Polyglyceryl-3 Methylglucose Distearate, Niacinamide, Dimethicone, Cetyl Palmitate, Cetyl Alcohol, Panthenol, Caprylyl Glycol, Carbomer, Phenoxyethanol, Potassium Hydroxide, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Pantolactone, Borago Officinalis Seed Oil, Stearic Acid, Potassium Carbonate, Bisabolol, Citric Acid, Pentylene Glycol, Urea, Lactic Acid, Sodium Lactate, Serine, Sorbitol, Sodium Chloride, Allantoin.",https://www.watsons.com.my/simple-kind-to-skin-refreshing-facial-wash-gel-150ml-kind-to-skin-hydrating-light-moisturiser-125ml/p/BP_1021344
SENKA,Perfect Whip Low PH Cica 100g,cleanser,"face, eye","cleansing, moisturizing, soothing, repairing, firming",No,No,,"Water (Aqua)･Glycerin･Dipropylene Glycol･Cocamidopropyl Betaine･Butylene Glycol･Bentonite･Sodium Methyl Cocoyl Taurate･Potassium Cocoyl Glutamate･Xanthan Gum･Sodium Acetylated Hyaluronate･Sodium Hyaluronate･Sericin･Glycine Soja (Soybean) Seed Extract･Citric Acid･Sodium Citrate･Sodium Metabisulfite･Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate･Centella Asiatica Leaf/Stem Extract･Potassium Sorbate･Tocopherol･Phenoxyethanol･Fragrance (Parfum)･Chromium Oxide Greens (Ci 77288)･",https://www.watsons.com.my/senka-perfect-whip-low-ph-cica-100g/p/BP_1005858
COSMODERM,Tea Tree Oil Facial Cleanser 125ml,cleanser,face,"cleansing, moisturizing, acne treatment, repairing",No,No,,COSMO T/TREE F/CLN 125ML,https://www.watsons.com.my/cosmoderm-tea-tree-oil-facial-cleanser-125ml/p/BP_16522
